Código da IES;Sigla da IES;Nome da IES;Categoria Administrativa;Organização Acadêmica;Situaçao da IES;Sinalização da IES;Código do Curso;Nome do Curso;Grau;Modalidade;Situação do Curso;Qt. Vagas Autorizadas;Carga Horária;Tipo de Periodicidade;Integralização - Turno Integral;Quantitativo de Vagas - Integral;Integralização - Turno Matutino;Quantitativo de Vagas - Matutino;Integralização - Turno Vespertino;Quantitativo de Vagas - Vespertino;Integralização - Turno Noturno;Quantitativo de Vagas - Noturno;Sinalização do Curso;Código do Endereço;Nome do Campus;Endereço;Número Endereço;Complemento;Bairro;Código do Município;Município;UF;Início Funcionamento;Data Ato de Criação;Valor CC;Ano CC;CPC Faixa;CPC Contínuo;CPC Ano; Valor IDD;IDD Ano;Valor ENADE;ENADE Ano;Código Rótulo CINE;Rótulo CINE;Código Área Detalhada CINE;Área Detalhada CINE;Código Área Específica CINE;Área Específica CINE;Código Área Geral CINE ; Área Geral CINE 
1658;UNIGRANDE;CENTRO UNIVERSITÁRIO DA GRANDE FORTALEZA;Privada com fins lucrativos;Centro Universitário;Ativa;;1676070;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;19000;3200;;;;;;;;;;;1171063;TEFÉ I;Rua Guanabara;120;TEFÉ I;São Francisco;000000001304203;Tefé;AM;03/02/2025;2024-06-07;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
2625;UFBRA;CENTRO UNIVERSITÁRIO UFBRA;Privada com fins lucrativos;Centro Universitário;Ativa;;1631959;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;500;3340;;;;;;;;;;;1147154;Polo Porto Velho;Avenida Sete de Setembro;1925;Polo Porto Velho;Nossa Senhora das Graças;000000001100205;Porto Velho;RO;26/03/2023;2023-02-10;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1430;UNINGÁ;CENTRO UNIVERSITÁRIO INGÁ;Privada com fins lucrativos;Centro Universitário;Ativa;;1442123;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;500;3850;;;;;;;;;;;1132110;Clevelândia-PR;Rua Crescêncio Martins;2375;Clevelândia-PR;Centro;000000004105706;Clevelândia;PR;15/10/2018;2018-04-02;4;2024;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1172409;Polo de Apoio Presencial de Cachoeira/BA;Rua JJ Seabra;45;Polo de Apoio Presencial de Cachoeira/BA;Bairro Centro;000000002904902;Cachoeira;BA;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1159897;Polo de Apoio Presencial de Juiz de Fora/MG - Unidade 2;Rua Marília; 510 - Loja 117;;Benfica;000000003136702;Juiz de Fora;MG;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1430;UNINGÁ;CENTRO UNIVERSITÁRIO INGÁ;Privada com fins lucrativos;Centro Universitário;Ativa;;1442123;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;500;3850;;;;;;;;;;;1111624;Mandaguaçu-PR;Av. Munhoz da Rocha;1334;Mandaguaçu-PR;Centro;000000004114104;Mandaguaçu;PR;15/10/2018;2018-04-02;4;2024;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
221;UNICSUL;UNIVERSIDADE CRUZEIRO DO SUL;Privada com fins lucrativos;Universidade;Ativa;;1631857;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;1000;3600;;;;;;;;;;;1141403;POLO ITAJAI;RUA BLUMENAU;695;;SAO JOAO;000000004208203;Itajaí;SC;01/02/2023;2022-12-15;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
3797;UNIGUAIRACÁ;CENTRO UNIVERSITÁRIO GUAIRACÁ;Privada com fins lucrativos;Centro Universitário;Ativa;Unificação de Mantidas;1664431;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;1000;3200;;;;;;;;;;;1149754;Irati - Centro;Rua 24 de maio;538;Irati - Centro;Centro;000000004110706;Irati;PR;16/10/2023;2023-10-16;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1060;IESB;CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB;Privada com fins lucrativos;Centro Universitário;Ativa;;1669143;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;240;3200;;;;;;;;;;;1095793;Polo IESB São Leopoldo;Rua Independência, nº 189, Centro;189;Polo IESB São Leopoldo;Centro;000000004318705;São Leopoldo;RS;17/02/2024;2024-02-05;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
496;UNIFRAN;UNIVERSIDADE DE FRANCA;Privada com fins lucrativos;Universidade;Ativa;;1631461;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;500;3600;;;;;;;;;;;1109331;POLO SANTANA DO LIVRAMENTO;RUA PREFEITO HUGOLINO ANDRADE;866;POLO SANTANA DO LIVRAMENTO;CENTRO;000000004317103;Santana do Livramento;RS;01/02/2023;2022-12-06;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1137510;Polo de Apoio Presencial de Paulo Afonso/BA;Avenida Carlos Berenhauser - Travessa B - Lote 10 - Quadra 03;;;Alves de Souza;000000002924009;Paulo Afonso;BA;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1060;IESB;CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB;Privada com fins lucrativos;Centro Universitário;Ativa;;1669143;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;240;3200;;;;;;;;;;;1110137;Polo IESB Salvador;Rua Soldado Luiz Gonzaga das Virgens, São Conrado Offices;138;Polo IESB Salvador;Caminho das Árvores;000000002927408;Salvador;BA;17/02/2024;2024-02-05;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
17854;UniFECAF;Centro Universitário UniFECAF;Privada com fins lucrativos;Centro Universitário;Ativa;;1659077;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;6500;3405;;;;;;;;;;;1172681;SP - São Joaquim da Barra (Centro);Minas Gerais,;1298;SP - São Joaquim da Barra (Centro);Centro;000000003549409;São Joaquim da Barra;SP;08/10/2023;2023-10-02;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1430;UNINGÁ;CENTRO UNIVERSITÁRIO INGÁ;Privada com fins lucrativos;Centro Universitário;Ativa;;1442123;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;500;3850;;;;;;;;;;;1159049;Polo Imbituva;Imbituva;240;Polo Imbituva;Nossa Senhora do Rocio;000000004110102;Imbituva;PR;15/10/2018;2018-04-02;4;2024;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
634;UFPEL;UNIVERSIDADE FEDERAL DE PELOTAS;Pública Federal;Universidade;Ativa;;1105230;TERAPIA OCUPACIONAL;Bacharelado;Educação Presencial;Em atividade;44;3270;Semestral;8.00 Semestres;44;;;;;;;;1032259;Campus da Saúde;Avenida Duque de Caxias;250;;Fragata;000000004314407;Pelotas;RS;01/08/2010;2010-10-06;5;2025;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
17854;UniFECAF;Centro Universitário UniFECAF;Privada com fins lucrativos;Centro Universitário;Ativa;;1659077;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;6500;3405;;;;;;;;;;;1171274;Polo Rio De Janeiro - Campo Grande - Rj;Estrada do Mendanha;976;Polo Rio De Janeiro - Campo Grande - Rj;Campo Grande;000000003304557;Rio de Janeiro;RJ;08/10/2023;2023-10-02;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
17854;UniFECAF;Centro Universitário UniFECAF;Privada com fins lucrativos;Centro Universitário;Ativa;;1659077;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;6500;3405;;;;;;;;;;;1131259;POLO BUTIA;Rua Ramão Peres;123;POLO BUTIA;Cidade Alta - Butiá - RS;000000004302709;Butiá;RS;08/10/2023;2023-10-02;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1183572;Polo de Apoio Presencial de Ariquemes/RO;Avenida Guaporé;3056-Quadra 04;;Setor 05;000000001100023;Ariquemes;RO;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
221;UNICSUL;UNIVERSIDADE CRUZEIRO DO SUL;Privada com fins lucrativos;Universidade;Ativa;;1631857;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;1000;3600;;;;;;;;;;;1077722;POLO ITU;Rua do Patrocínio;716;POLO ITU;Centro;000000003523909;Itu;SP;01/02/2023;2022-12-15;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
17854;UniFECAF;Centro Universitário UniFECAF;Privada com fins lucrativos;Centro Universitário;Ativa;;1659077;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;6500;3405;;;;;;;;;;;1172653;MG - Brasilia de Minas (Centro);RUA JOSEFINA PALMA;620;MG - Brasilia de Minas (Centro);Centro;000000003108602;Brasília de Minas;MG;08/10/2023;2023-10-02;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1140449;Polo de Apoio Presencial de Caracaraí/RR;Avenida Bem Querer;673;Polo de Apoio Presencial de Caracaraí/RR;Nossa Senhora do Livramento;000000001400209;Caracaraí;RR;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1105552;Polo de Apoio Presencial de Biguaçu/SC;Rua Frederico Bunn;27;;Centro;000000004202305;Biguaçu;SC;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1090608;Polo de Apoio Presencial de Alta Floresta/MT;Avenida Ariosto da Riva;1609 ;;Centro;000000005100250;Alta Floresta;MT;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1060;IESB;CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB;Privada com fins lucrativos;Centro Universitário;Ativa;;1669143;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;240;3200;;;;;;;;;;;1131391;Polo IESB Águas Claras II;Avenida das Araucárias, Lote 1835, Sala 451, Águas Claras Shopping & Office;451;Polo IESB Águas Claras II;Sul (Águas Claras);000000005300108;Brasília;DF;17/02/2024;2024-02-05;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
3649;UniCV;CENTRO UNIVERSITÁRIO CIDADE VERDE;Privada com fins lucrativos;Centro Universitário;Ativa;Adesão ao PROIES;1634706;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;1000;3600;;;;;;;;;;;1176786;POLO - TIANGUÁ/CE - CENTRO;Rua Zeferino Ferreira;244;;Centro;000000002313401;Tianguá;CE;06/04/2023;2023-03-27;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1196;UNICESUMAR;UNIVERSIDADE CESUMAR;Privada com fins lucrativos;Universidade;Ativa;;1615723;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3434;;;;;;;;;;;1176816;POLO EAD UNICESUMAR ARARAQUARA - SP;AV ESPANHA;199;;CENTRO;000000003503208;Araraquara;SP;27/02/2023;2022-10-13;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
2835;UNINASSAU;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU;Privada com fins lucrativos;Centro Universitário;Ativa;;1644161;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;500;3200;;;;;;;;;;;1149598;MA - CAXIAS (DINIR SILVA);SENADOR ALEXANDRE COSTA;2527;MA - CAXIAS (DINIR SILVA);DINIR SILVA;000000002103000;Caxias;MA;07/08/2023;2023-06-01;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
3649;UniCV;CENTRO UNIVERSITÁRIO CIDADE VERDE;Privada com fins lucrativos;Centro Universitário;Ativa;Adesão ao PROIES;1634706;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;1000;3600;;;;;;;;;;;1103858;POLO - PIAÇABUÇU/AL - CENTRO;Avenida Silvino Melo;200;POLO - PIAÇABUÇU/AL - CENTRO;Centro;000000002706802;Piaçabuçu;AL;06/04/2023;2023-03-27;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1196;UNICESUMAR;UNIVERSIDADE CESUMAR;Privada com fins lucrativos;Universidade;Ativa;;1615723;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3434;;;;;;;;;;;1155893;POLO EAD UNICESUMAR SÃO GONÇALO - PARADA 40 - RJ;RUA DR FRANCISCO PORTELA;2457;;PARADA 40;000000003304904;São Gonçalo;RJ;27/02/2023;2022-10-13;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
3649;UniCV;CENTRO UNIVERSITÁRIO CIDADE VERDE;Privada com fins lucrativos;Centro Universitário;Ativa;Adesão ao PROIES;1634706;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;1000;3600;;;;;;;;;;;1156639;POLO - LONDRINA/PR - CENTRO 2;Rua Senador Souza Naves;9;POLO - LONDRINA/PR - CENTRO 2;Centro;000000004113700;Londrina;PR;06/04/2023;2023-03-27;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
17854;UniFECAF;Centro Universitário UniFECAF;Privada com fins lucrativos;Centro Universitário;Ativa;;1659077;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;6500;3405;;;;;;;;;;;1179330;POLO - BA - DIAS D'ÁVILA (DIAS D'ÁVILA) - 135;Avenida Imbassay;85;;Dias D' Ávila;000000002910057;Dias d´Ávila;BA;08/10/2023;2023-10-02;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1196;UNICESUMAR;UNIVERSIDADE CESUMAR;Privada com fins lucrativos;Universidade;Ativa;;1615723;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3434;;;;;;;;;;;1106229;POLO EAD UNICESUMAR BAURU - SP;Avenida Comendador Jos? da Silva Martha;8-38;;Jardim Estoril;000000003506003;Bauru;SP;27/02/2023;2022-10-13;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
17854;UniFECAF;Centro Universitário UniFECAF;Privada com fins lucrativos;Centro Universitário;Ativa;;1659077;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;6500;3405;;;;;;;;;;;1150457;POLO CEILANDIA;Quadra QNM 1 Conjunto H;S/n;POLO CEILANDIA;Ceilândia Sul (Ceilândia);000000005300108;Brasília;DF;08/10/2023;2023-10-02;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1177004;Polo de Apoio Presencial de Cajazeiras/PB;Rua Benedito Gomes de Souza;37 - 1º Andar;;Centro;000000002503704;Cajazeiras;PB;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1172946;Polo de Apoio Presencial de Campo Erê/SC;Avenida Getúlio Vargas;249 ;;Centro;000000004203501;Campo Erê;SC;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1175080;Polo de Apoio Presencial de Guarulhos/SP - Unidade 3;Avenida Santos Dumont;207 - Sala 04;;Jardim Cumbica;000000003518800;Guarulhos;SP;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1196;UNICESUMAR;UNIVERSIDADE CESUMAR;Privada com fins lucrativos;Universidade;Ativa;;1615723;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3434;;;;;;;;;;;1136231;POLO EAD UNICESUMAR JOAÇABA - SC;AV XV DE NOVEMBRO, 214, CENTRO;214;;CENTRO;000000004209003;Joaçaba;SC;27/02/2023;2022-10-13;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
417;UNICID;UNIVERSIDADE CIDADE DE SÃO PAULO;Privada com fins lucrativos;Universidade;Ativa;;1631885;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;1000;3200;;;;;;;;;;;2006293;POLO SUZANO;Rua Mirambava;156;;Centro;000000003552502;Suzano;SP;01/02/2023;2022-12-15;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
3649;UniCV;CENTRO UNIVERSITÁRIO CIDADE VERDE;Privada com fins lucrativos;Centro Universitário;Ativa;Adesão ao PROIES;1634706;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;1000;3600;;;;;;;;;;;1164395;POLO - ARARAS/SP - CENTRO;Senador Lacerda Franco ;86;POLO - ARARAS/SP - CENTRO;Centro;000000003503307;Araras;SP;06/04/2023;2023-03-27;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1196;UNICESUMAR;UNIVERSIDADE CESUMAR;Privada com fins lucrativos;Universidade;Ativa;;1615723;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3434;;;;;;;;;;;1174947;POLO EAD UNICESUMAR RIO NEGRINHO - SC;Rua Willy Jung;435;;Centro;000000004215000;Rio Negrinho;SC;27/02/2023;2022-10-13;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1179445;Polo de Apoio Presencial de Araçuaí/MG;Travessa Marial Humberto Timo;47 ;;Centro;000000003103405;Araçuaí;MG;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1141439;Polo de Apoio Presencial de São Paulo/SP - Unidade 19;Rua Bela Vista;360;Polo de Apoio Presencial de São Paulo/SP - Unidade 19;Santo Amaro;000000003550308;São Paulo;SP;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
3649;UniCV;CENTRO UNIVERSITÁRIO CIDADE VERDE;Privada com fins lucrativos;Centro Universitário;Ativa;Adesão ao PROIES;1634706;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;1000;3600;;;;;;;;;;;1133438;POLO - BRASÍLIA/DF - NÚCLEO BANDEIRANTE;Avenida Central Área Especial 19;;POLO - BRASÍLIA/DF - NÚCLEO BANDEIRANTE;Núcleo Bandeirante;000000005300108;Brasília;DF;06/04/2023;2023-03-27;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1381;Martha Falcão Wyden;Centro Universitário Martha Falcão Wyden;Privada com fins lucrativos;Centro Universitário;Ativa;;1441249;TERAPIA OCUPACIONAL;Bacharelado;Educação Presencial;Em extinção;120;3200;Semestral;;;8.00 Semestres;60;;;8.00 Semestres;60;;658438;ADRIANÓPOLIS I;Rua Natal;300;ADRIANÓPOLIS I;Adrianópolis;000000001302603;Manaus;AM;18/02/2019;2018-07-03;3;2023;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
3649;UniCV;CENTRO UNIVERSITÁRIO CIDADE VERDE;Privada com fins lucrativos;Centro Universitário;Ativa;Adesão ao PROIES;1634706;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;1000;3600;;;;;;;;;;;1115093;POLO - MONTE ALEGRE DE SERGIPE/SE - CENTRO;Rua Joao Alves Filho;S/N;POLO - MONTE ALEGRE DE SERGIPE/SE - CENTRO;Centro;000000002804201;Monte Alegre de Sergipe;SE;06/04/2023;2023-03-27;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
2835;UNINASSAU;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU;Privada com fins lucrativos;Centro Universitário;Ativa;;1644161;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;500;3200;;;;;;;;;;;1121386;AC - UNINASSAU (UNAMA-RIO BRANCO);Estrada da Floresta;2320;AC - UNINASSAU (UNAMA-RIO BRANCO);Floresta Sul;000000001200401;Rio Branco;AC;07/08/2023;2023-06-01;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1060;IESB;CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB;Privada com fins lucrativos;Centro Universitário;Ativa;;1669143;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;240;3200;;;;;;;;;;;1125210;Polo IESB Brazlândia;Quadra QN 5, Lote 139;139;Polo IESB Brazlândia;Setor Norte (Brazlândia);000000005300108;Brasília;DF;17/02/2024;2024-02-05;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
3649;UniCV;CENTRO UNIVERSITÁRIO CIDADE VERDE;Privada com fins lucrativos;Centro Universitário;Ativa;Adesão ao PROIES;1634706;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;1000;3600;;;;;;;;;;;1144195;POLO - UMUARAMA/PR - ZONA III;Rua Doutor Camargo;5400;;Zona III;000000004128104;Umuarama;PR;06/04/2023;2023-03-27;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
